GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CQ Maven Plugin,io.wcm.maven.plugins.cq,InstallMojo.new InvocationOutputHandler() {...},58,0,8,0,11,0,6,0,2,0
CQ Maven Plugin,io.wcm.maven.plugins.cq,HelpMojo,856,0,108,0,153,0,70,0,16,0
CQ Maven Plugin,io.wcm.maven.plugins.cq,InstallMojo,137,174,9,9,32,35,9,9,3,6
